method,drop_fraction,seed,round,test_accuracy,test_loss
fedprox_mu1,0.0,0,40,0.6079335793357934,0.9930681240829188
fedprox_mu1,0.0,0,50,0.6236162361623616,0.9478112821166824
fedprox_mu1,0.0,0,60,0.6402214022140221,0.8903289528622367
fedprox_mu1,0.0,0,70,0.6697416974169742,0.8325018530725833
fedprox_mu1,0.0,0,80,0.6789667896678967,0.8023346272923593
fedprox_mu1,0.0,0,90,0.6891143911439115,0.7785639969368092
fedprox_mu1,0.0,0,100,0.6863468634686347,0.7530557249886805
fedprox_mu1,0.0,0,110,0.6752767527675276,0.7464103752406434
fedprox_mu1,0.0,0,120,0.6715867158671587,0.7426122842190597
fedprox_mu1,0.0,0,130,0.6964944649446494,0.7300556734714632
fedprox_mu1,0.0,0,140,0.6928044280442804,0.7145103335683844
fedprox_mu1,0.0,0,150,0.6863468634686347,0.7039876001131969
fedprox_mu1,0.0,0,160,0.6955719557195572,0.6930100849850792
fedprox_mu1,0.0,0,170,0.7029520295202952,0.6818018144021176
fedprox_mu1,0.0,0,180,0.6439114391143912,0.7104416865988983
fedprox_mu1,0.0,0,190,0.6974169741697417,0.6707534143508797
fedprox_mu1,0.0,0,200,0.7038745387453874,0.664871226953078
fedprox_mu1,0.0,1,0,0.02859778597785978,3.354093961834445
fedprox_mu1,0.0,1,10,0.43357933579335795,1.4309962678689705
fedprox_mu1,0.0,1,20,0.4843173431734317,1.3001465237836518
fedprox_mu1,0.0,1,30,0.5276752767527675,1.1191551463470915
fedprox_mu1,0.0,1,40,0.5627306273062731,1.0328321904315643
